Lijst Overzicht Reserveringen 

Datum: 21.09.2015 tot 22.05.2016 
Opleiding : 51230411 MA ING WET: COMPUTERWET. 
Studiejaar: alle 

Afdrukdatum: 14.12.2015 
--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
|Event ID|Event Nr| Week|Datum |Dagnaam |Aanvang |Einde |Ects D| Objid D|Code |Teken|Objid SM|Objectomschrijving |Objid SC|S|Status Lok |Status Lok |Mnemonic|Lokaal Nr| Obj.-ID|Cap G|Lokaal |Code |Tekst gebouw |Straat en huisnummer |Plaats |Postcode|Lnd|S|Status Les |Status Les |Lesgever |Pers.nr.|Pers.nr.|Tekst Vak |Opmerking |Afhandeling |Reeksinfo |Alg. omsch|Reeksinfo Accent |Opm. Accen|Afh. Accen| 
|53311167| 8|201609|01.03.2016|Dinsdag |10:30:00|12:30:00|H09J2a|51639269|H09J2A|K |51522346|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ELEC |00.54 |50075206| 158 |AUD. A |335-01|Elektrotechnisch Instituut |Kasteelpark Arenberg 10 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|L. Van Gool | 11315| 11315| Pattern Recognition and Image Interpretation: Lecture | | | | | | | | 
|53311167| 8|201609|01.03.2016|Dinsdag |10:30:00|12:30:00|H09J2a|51639269|H09J2A|K |51522346|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ELEC |00.54 |50075206| 158 |AUD. A |335-01|Elektrotechnisch Instituut |Kasteelpark Arenberg 10 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|T. Tuytelaars | 58376| 18289| Pattern Recognition and Image Interpretation: Lecture | | | | | | | | 
|53313084| 7|201609|01.03.2016|Dinsdag |10:30:00|12:30:00|G0K31a|50656608|G0K31A|P |50656616|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.144 |50849433| 60 |Seminarielokaal |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|T. Holvoet | 11946| 11946| Gedistribueerde software architecturen: verdiepende studie | | | | | | | | 
|53313084| 7|201609|01.03.2016|Dinsdag |10:30:00|12:30:00|G0K31a|50656608|G0K31A|P |50656616|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.144 |50849433| 60 |Seminarielokaal |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|W. Joosen | 15627| 15627| Gedistribueerde software architecturen: verdiepende studie | | | | | | | | 
|53349329| 1|201609|01.03.2016|Dinsdag |10:30:00|13:00:00|H01L2a|50270992|H01L1A|K |50271086|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ELEC |00.60 |51159488| 30 |PC-lokaal |335-01|Elektrotechnisch Instituut |Kasteelpark Arenberg 10 |Heverlee|3001 |BE | | | | | | | Digitale elektronica en processoren: oefeningenen en practica | | | 2Beltwtk1 | | | | | 
|53308392| 4|201609|01.03.2016|Dinsdag |14:00:00|16:00:00|H02A8a|50286637|H02A8A|P |50290513|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.225 |50721558| 125 |AUDITORIUM COMPUTERWETENSCHAPPEN |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|G. Janssens | 14842| 14842| Advanced Programming Languages for A.I.: Lecture | | | | | | | | 
|53309566| 4|201609|01.03.2016|Dinsdag |16:00:00|17:30:00|H02A5a|50286634|H02A5A|K |50290510|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.03 |50075356| 50 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Vandermeulen | 8181| 8181| Computer Vision: Lecture | | | | | | | | 
|53312852| 7|201609|01.03.2016|Dinsdag |16:00:00|18:30:00|H04I0a|50448132|H04I0A|P |50448400|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |00.07 |50818048| 40 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|A. Mariën | 8217| 8217| Internet Infrastructure: Lecture | | | | | | | | 
|53312852| 7|201609|01.03.2016|Dinsdag |16:00:00|18:30:00|H04I0a|50448132|H04I0A|P |50448400|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |00.07 |50818048| 40 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Hughes | 61846| 61846| Internet Infrastructure: Lecture | | | | | | | | 
|53352732| 4|201609|01.03.2016|Dinsdag |16:00:00|18:00:00|G0B01a|50449562|G0B01A|K |50449623|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|C300 |00.09 |50075271| 214 |AUD.R.SNOEYS - AUD. C |391-11|Instituut voor Mechanica |Celestijnenlaan 300 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|M. Janssens | 15024| 15024| Intellectual Property Management | | | | | | | | 
|53306026| 4|201609|01.03.2016|Dinsdag |17:30:00|19:00:00|H02C8a|50286657|H02C8B|K |51264450|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.225 |50721558| 125 |AUDITORIUM COMPUTERWETENSCHAPPEN |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|M. Moens | 37861| 12108| Text based Information Retrieval: Lecture 1 | | | | | | | | 
|53311020| 4|201609|01.03.2016|Dinsdag |19:30:00|21:30:00|H04M8a|50454050|H04M8A|K |50454066|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|PSI |91.93 |50075020| 273 |AUD.MICHOTTE |110-01|Psychologisch Instituut |Tiensestraat 102 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|W. Dewulf | 14187| 14187| Interdisciplinair college duurzame ontwikkeling | | | | | | | | 
|53311020| 4|201609|01.03.2016|Dinsdag |19:30:00|21:30:00|H04M8a|50454050|H04M8A|K |50454066|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|PSI |91.93 |50075020| 273 |AUD.MICHOTTE |110-01|Psychologisch Instituut |Tiensestraat 102 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|J. Duflou | 16263| 16263| Interdisciplinair college duurzame ontwikkeling | | | | | | | | 
|53349373| 1|201609|02.03.2016|Woensdag |08:00:00|10:30:00|H01L2a|50270992|H01L1A|K |50271086|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ELEC |01.57 |50075205| 32 |Tijdelijk PC-lokaal ESAT |335-01|Elektrotechnisch Instituut |Kasteelpark Arenberg 10 |Heverlee|3001 |BE | | | | | | | Digitale elektronica en processoren: oefeningenen en practica | | | 2Bcwselt1 | | | | | 
|53311019| 4|201609|02.03.2016|Woensdag |08:30:00|10:30:00|H04E0a|50447533|H04E0A|K |50447625|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|MTM |02.24 |50075179| 28 | |334-10|Materiaalkunde |Kasteelpark Arenberg 44 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|J. De Tavernier | 12343| 12343| Plichtenleer van de ingenieur | | | | | | | | 
|53309568| 4|201609|02.03.2016|Woensdag |10:30:00|12:30:00|H02H4a|50298898|H02H4A|K |50298902|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.225 |50721558| 125 |AUDITORIUM COMPUTERWETENSCHAPPEN |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|T. Holvoet | 11946| 11946| Multi-Agent Systems: Lecture | | | | | | | | 
|53305590| 4|201609|02.03.2016|Woensdag |13:30:00|15:30:00|C07I6a|52488738|C07I6A|K |52488735|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|DV1 |01.56 |50074665| 262 | |103-01|College De Valk |Tiensestraat 41 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|P. Valcke | 61216| 18835| ICT-recht | | | | | | | | 
|53305590| 4|201609|02.03.2016|Woensdag |13:30:00|15:30:00|C07I6a|52488738|C07I6A|K |52488735|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|DV1 |01.56 |50074665| 262 | |103-01|College De Valk |Tiensestraat 41 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|A. Vedder | 97097| 97097| ICT-recht | | | | | | | | 
|53310003| 14|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H05N0a|50506605|H05N0A|P |50506610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|MTM |02.20 |50075181| 60 | |334-10|Materiaalkunde |Kasteelpark Arenberg 44 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|P. De Causmaecker | 3471| 3471| Capita Selecta Computer Science: Artificial Intelligence | | | | | | | | 
|53310003| 14|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H05N0a|50506605|H05N0A|P |50506610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|MTM |02.20 |50075181| 60 | |334-10|Materiaalkunde |Kasteelpark Arenberg 44 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|J. Ramon | 4411| 4411| Capita Selecta Computer Science: Artificial Intelligence | | | | | | | |
|53310003| 14|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H05N0a|50506605|H05N0A|P |50506610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|MTM |02.20 |50075181| 60 | |334-10|Materiaalkunde |Kasteelpark Arenberg 44 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|L. De Raedt | 10316| 10316| Capita Selecta Computer Science: Artificial Intelligence | | | | | | | | 
|53310003| 14|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H05N0a|50506605|H05N0A|P |50506610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|MTM |02.20 |50075181| 60 | |334-10|Materiaalkunde |Kasteelpark Arenberg 44 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|T. Guns | 56117| 56117| Capita Selecta Computer Science: Artificial Intelligence | | | | | | | | 
|53310003| 14|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H05N0a|50506605|H05N0A|P |50506610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|MTM |02.20 |50075181| 60 | |334-10|Materiaalkunde |Kasteelpark Arenberg 44 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|V. Belle | 100809| 100809| Capita Selecta Computer Science: Artificial Intelligence | | | | | | | | 
|53310017| 7|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H05M8a|50506603|H05M8B|P |51287959|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |00.05 |50308419| 40 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|F. Piessens | 18905| 18905| Capita Selecta Computer Science: Secure Software | bewust dubbele boeking met H_GL15 | | | | | | | 
|53310017| 7|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H05M8a|50506603|H05M8B|P |51287959|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |00.05 |50308419| 40 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|B. Jacobs | 22525| 22525| Capita Selecta Computer Science: Secure Software | bewust dubbele boeking met H_GL15 | | | | | | | 
|53310017| 7|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H05M8a|50506603|H05M8B|P |51287959|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |00.05 |50308419| 40 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|B. Crispo | 97104| 97104| Capita Selecta Computer Science: Secure Software | bewust dubbele boeking met H_GL15 | | | | | | | 
|53310947| 7|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H01L1a|50270991|H01L1A|K |50271086|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200C |01.17 |50075309| 270 |AUD. B |493-11|Kandidatuur Natuurkunde |Celestijnenlaan 200c |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|L. Van Eycken | 19273| 10701| Digitale elektronica en processoren: hoorcollege | | | | | | | | 
|53312155| 4|201609|02.03.2016|Woensdag |14:00:00|16:00:00|G0L15a|51971139|G0L15B|P |51971138|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.05 |50075354| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|E. Steegmans | 13942| 13942| Capita selecta van de software engineering | Dubbele boeking met H4G7 oké | | | | | | | 
|53312155| 4|201609|02.03.2016|Woensdag |14:00:00|16:00:00|G0L15a|51971139|G0L15B|P |51971138|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.05 |50075354| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|W. Joosen | 15627| 15627| Capita selecta van de software engineering | Dubbele boeking met H4G7 oké | | | | | | | 
|53312155| 4|201609|02.03.2016|Woensdag |14:00:00|16:00:00|G0L15a|51971139|G0L15B|P |51971138|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.05 |50075354| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|B. Jacobs | 22525| 22525| Capita selecta van de software engineering | Dubbele boeking met H4G7 oké | | | | | | | 
|53312565| 14|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H05N2a|50506607|H05N2A|P |50506611|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |01.14 |50075319| 40 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|P. Dutré | 16791| 16791| Capita selecta, mens machine communicatie en multimedia | | | | | | | | 
|53312565| 14|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H05N2a|50506607|H05N2A|P |50506611|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |01.14 |50075319| 40 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|E. Duval | 16838| 16838| Capita selecta, mens machine communicatie en multimedia | | | | | | | | 
|53313150| 12|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H04G7a|50448283|H04G7A|K |50448393|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.05 |50075354| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|T. Holvoet | 11946| 11946| Capita Selecta Computer Science: Distributed Systems | Dubbele boeking H_GL15 in semester 2 oké | | | | | | | 
|53313150| 12|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H04G7a|50448283|H04G7A|K |50448393|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.05 |50075354| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|W. Joosen | 15627| 15627| Capita Selecta Computer Science: Distributed Systems | Dubbele boeking H_GL15 in semester 2 oké | | | | | | | 
|53313150| 12|201609|02.03.2016|Woensdag |14:00:00|16:00:00|H04G7a|50448283|H04G7A|K |50448393|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.05 |50075354| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Hughes | 61846| 61846| Capita Selecta Computer Science: Distributed Systems | Dubbele boeking H_GL15 in semester 2 oké | | | | | | | 
|53321105| 1|201609|02.03.2016|Woensdag |14:00:00|16:00:00|G0B17a|50545309|G0B16A|K |50545560|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200C |00.03 |50075296| 40 |ICTS PC-KLAS B |493-11|Kandidatuur Natuurkunde |Celestijnenlaan 200c |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|M. Hubert | 37727| 37727| Robust Statistics: Exercises | | | | | | | | 
|53321105| 1|201609|02.03.2016|Woensdag |14:00:00|16:00:00|G0B17a|50545309|G0B16A|K |50545560|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200C |00.03 |50075296| 40 |ICTS PC-KLAS B |493-11|Kandidatuur Natuurkunde |Celestijnenlaan 200c |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|P. Rousseeuw | 51939| 51939| Robust Statistics: Exercises | | | | | | | | 
|53311136| 42|201609|02.03.2016|Woensdag |16:00:00|18:00:00|H04B4a|50447564|H04B4A|K |50447610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |00.05 |50075352| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|A. Bertels | 7053| 7053| Frans in de bedrijfsomgeving | | | | | | | | 
|53311160| 42|201609|02.03.2016|Woensdag |17:00:00|19:00:00|H04B3a|50447565|H04B3A|K |50447609|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ILT |01.130 |50433680| 32 |Leslokaal 01.130 |117-04|Instituut Levende Talen |Dekenstraat 6 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|L. Baten | 5578| 5578| Engels in de bedrijfsomgeving | | | | | | | | 
|53378559| 2|201609|02.03.2016|Woensdag |17:00:00|20:00:00|G0Q91a|50474333|G0Q91A|K |50474336|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|MSI1 |01.23 |50075075| 40 | |118-01|Mgr. Sencie Instituut |Erasmusplein 2 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|G. Vanpaemel | 19391| 15505| Wetenschapscommunicatie | | | Seminarie - enkel voor postgraduaat WOC | | | | | 
|53311018| 7|201609|02.03.2016|Woensdag |19:00:00|21:00:00|H04D8a|50447535|H04D8A|K |50447623|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |01.04 |50075353| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|G. Craps | 17510| 17510| Expressievaardigheid in de technische bedrijfsomgeving | | | | | | | | 
|53311160| 43|201609|02.03.2016|Woensdag |19:00:00|21:00:00|H04B3a|50447565|H04B3A|K |50447609|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ILT |01.130 |50433680| 32 |Leslokaal 01.130 |117-04|Instituut Levende Talen |Dekenstraat 6 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|L. Baten | 5578| 5578| Engels in de bedrijfsomgeving | | | | | | | | 
|53345355| 2|201609|03.03.2016|Donderdag|08:00:00|10:30:00|H00I2a|50380215|H02H4A|K |50298902|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.25 |50849430| 50 |SOL Z softwareontwerplabo (ex. 00.49)|490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|T. Holvoet | 11946| 11946| Multi-Agent Systems: Exercises | | | Group A: a.o. MAI | | | | | 
|53305663| 4|201609|03.03.2016|Donderdag|08:30:00|10:30:00|H04X2a|50449556|H04X2A|K |50449659|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|C300 |00.08 |50075272| 214 |AUD. B |391-11|Instituut voor Mechanica |Celestijnenlaan 300 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|D. Cattrysse | 14059| 14059| Project Management | | | | | | | | 
|53305663| 4|201609|03.03.2016|Donderdag|08:30:00|10:30:00|H04X2a|50449556|H04X2A|K |50449659|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|C300 |00.08 |50075272| 214 |AUD. B |391-11|Instituut voor Mechanica |Celestijnenlaan 300 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|J. Duflou | 16263| 16263| Project Management | | | | | | | | 
|53310073| 1|201609|03.03.2016|Donderdag|08:30:00|10:30:00|H08V0a|51229419|H02C8B|K |51264450|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |00.04 |50075355| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|M. Moens | 37861| 12108| Text based Information Retrieval: Lecture 2 | | | 6stpt | | | | | 
|53349328| 1|201609|03.03.2016|Donderdag|10:30:00|13:00:00|H01L2a|50270992|H01L1A|K |50271086|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ELEC |00.60 |51159488| 30 |PC-lokaal |335-01|Elektrotechnisch Instituut |Kasteelpark Arenberg 10 |Heverlee|3001 |BE | | | | | | | Digitale elektronica en processoren: oefeningenen en practica | | | 2Beltwtk2, 2Bwtkelt3, 2Bwtkelt4 | | | | | 
|53349296| 1|201609|03.03.2016|Donderdag|13:00:00|15:30:00|H01L2a|50270992|H01L1A|K |50271086|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ELEC |02.54 |50404447| 24 |COMPUTERLOKAAL |335-01|Elektrotechnisch Instituut |Kasteelpark Arenberg 10 |Heverlee|3001 |BE | | | | | | | Digitale elektronica en processoren: oefeningenen en practica | | | McwsBinfA | | | | | 
|53313084| 8|201609|03.03.2016|Donderdag|13:30:00|16:00:00|G0K31a|50656608|G0K31A|P |50656616|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|BOKU |04.20 |50359124| 40 | |334-30|Instituut Burgerlijke Bouwkunde|Kasteelpark Arenberg 40 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|T. Holvoet | 11946| 11946| Gedistribueerde software architecturen: verdiepende studie | | | | | | | | 
|53313084| 8|201609|03.03.2016|Donderdag|13:30:00|16:00:00|G0K31a|50656608|G0K31A|P |50656616|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|BOKU |04.20 |50359124| 40 | |334-30|Instituut Burgerlijke Bouwkunde|Kasteelpark Arenberg 40 |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|W. Joosen | 15627| 15627| Gedistribueerde software architecturen: verdiepende studie | | | | | | | | 
|53311136| 43|201609|03.03.2016|Donderdag|14:00:00|16:00:00|H04B4a|50447564|H04B4A|K |50447610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |00.04 |50075355| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|A. Bertels | 7053| 7053| Frans in de bedrijfsomgeving | | | | | | | | 
|53312147| 8|201609|03.03.2016|Donderdag|14:00:00|16:00:00|G0Q63a|50307011|G0Q63B|K |50815640|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |03.143 |50849437| 24 |Labo Lerarenopleiding |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|B. Demoen | 8846| 8846| Complexiteitstheorie: hoorcollege | | | | | | | | 
|53312147| 8|201609|03.03.2016|Donderdag|14:00:00|16:00:00|G0Q63a|50307011|G0Q63B|K |50815640|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |03.143 |50849437| 24 |Labo Lerarenopleiding |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|J. Sneyers | 36326| 36326| Complexiteitstheorie: hoorcollege | | | | | | | | 
|53312412| 4|201609|03.03.2016|Donderdag|14:00:00|16:00:00|G0B36a|50545553|G0B36A|K |50545570|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200A |00.144 |50849433| 60 |Seminarielokaal |490-12|Computerwetenschappen |Celestijnenlaan 200a |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|P. Dutré | 16791| 16791| Computergrafiek 2 | | | | | | | | 
|53311136| 44|201609|03.03.2016|Donderdag|16:00:00|18:00:00|H04B4a|50447564|H04B4A|K |50447610|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200S |00.05 |50075352| 40 | |490-17|Seminarielokalen |Celestijnenlaan 200s |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|A. Bertels | 7053| 7053| Frans in de bedrijfsomgeving | | | | | | | | 
|53311160| 44|201609|03.03.2016|Donderdag|17:00:00|19:00:00|H04B3a|50447565|H04B3A|K |50447609|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|ILT |01.130 |50433680| 32 |Leslokaal 01.130 |117-04|Instituut Levende Talen |Dekenstraat 6 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|L. Baten | 5578| 5578| Engels in de bedrijfsomgeving | | | | | | | | 
|53306615| 4|201609|03.03.2016|Donderdag|18:00:00|21:30:00|D0I69a|50381899|D0I69A|K |50381922|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|VHI |00.10 |50074979| 167 |AUD.GASTON EYSKENS |108-01|Van Den Heuvelinstituut |Dekenstraat 2 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|G. Dedene | 4927| 4927| ICT service management | nazicht2 | | | | | | | 
|53315311| 12|201609|03.03.2016|Donderdag|18:00:00|20:00:00|S0B88a|50316901|S0B88A|K |50316953|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|AV |00.17 |50075062| 216 | |122-20|Auditoriacomplex |Parkstraat 49 |Leuven |3000 |BE |1|@08\QStatus@|Goedgekeurd|V. Draulans | 15852| 15852| Genderstudies | Slechts 14 weken in te plannen, waarvan laatste week als reserveweek | | | | | | | 
|53311018| 8|201609|03.03.2016|Donderdag|19:00:00|21:00:00|H04D8a|50447535|H04D8A|K |50447623|MA ING WET: COMPUTERWET.|51230411|1|@08\QStatus@|Goedgekeurd|200B |00.16 |50817846| 60 | |490-11|Instituut voor Wiskunde |Celestijnenlaan 200b |Heverlee|3001 |BE |1|@08\QStatus@|Goedgekeurd|G. Craps | 17510| 17510| Expressievaardigheid in de technische bedrijfsomgeving | | | | | | | | 
